Age,Group_Size,Travel_Mode,Location,Activity_Type,Duration_Minutes,Hotel_Star,Carbon_Footprint_kg_CO2
36,11,Private Vehicle,Trincomalee,Vehicle Travel,143,5,21.522
26,11,Private Vehicle,Haputale,Sightseeing,172,4,3.178
48,9,N/A,Yala,Meal,54,3,14.639
50,16,Cruise,Mirissa,Cruise,341,5,150.331
59,2,Train,Bentota,Vehicle Travel,54,3,0.976
37,11,Private Vehicle,Kandy,Spa / Ayurveda,209,4,15.545
78,3,Public Bus,Nuwara Eliya,Vehicle Travel,75,3,2.572
50,6,Bicycle,Arugam Bay,Bicycle Ride,54,5,0.011
36,4,Water,Kalpitiya,Swimming / Snorkeling,77,3,0.289
78,1,Flight,Nuwara Eliya,Flight,125,3,9.314
76,6,Cruise,Badulla,Cruise,208,4,32.04
49,9,Walking,Mirissa,Sightseeing,71,5,0.373
19,2,Bicycle,Anuradhapura,Bicycle Ride,39,2,0.002
55,15,Walking,Mirissa,Walking,60,2,0.008
52,5,N/A,Hikkaduwa,Meal,49,5,9.053
27,2,N/A,Hikkaduwa,Beach Leisure,205,4,0.365
57,7,Water,Kalpitiya,Swimming / Snorkeling,76,3,0.497
70,2,Private Vehicle,Hikkaduwa,Vehicle Travel,162,3,4.615
24,1,Private Vehicle,Colombo,Vehicle Travel,54,3,0.652
63,8,Tuk-Tuk,Anuradhapura,Vehicle Travel,191,4,16.875
26,1,Water,Haputale,Swimming / Snorkeling,46,4,0.046
65,1,Private Vehicle,Nuwara Eliya,Spa / Ayurveda,80,4,0.591
44,9,Water,Arugam Bay,Swimming / Snorkeling,95,1,0.615
18,1,Cruise,Trincomalee,Cruise,327,5,9.189
78,11,N/A,Jaffna,Resting,130,1,0.68
28,11,N/A,Kalpitiya,Meal,61,5,22.363
55,1,Bicycle,Trincomalee,Vehicle Travel,190,1,1.135
29,5,Walking,Colombo,Walking,119,2,0.006
76,1,N/A,Nuwara Eliya,Meal,74,2,2.331
64,7,Bicycle,Mirissa,Vehicle Travel,33,3,1.797
68,1,Bicycle,Dambulla,Vehicle Travel,49,3,0.384
45,16,Public Bus,Mirissa,Vehicle Travel,103,4,16.568
47,2,Public Transport,Negombo,Public Transport,129,5,0.38
57,8,Water,Nuwara Eliya,Swimming / Snorkeling,59,4,0.473
67,1,Water,Kandy,Surfing,134,4,0.13
71,2,Private Vehicle,Haputale,Vehicle Travel,136,3,3.327
19,4,Walking,Jaffna,Jogging,24,5,0.015
59,6,Train,Negombo,Vehicle Travel,317,2,16.621
24,20,Public Transport,Badulla,Spa / Ayurveda,109,3,12.313
36,1,Private Vehicle,Ella,Sightseeing,251,2,0.364
70,1,Walking,Kalpitiya,Walking,103,2,0.001
33,3,Private Vehicle,Anuradhapura,Vehicle Travel,162,4,6.702
68,3,Public Bus,Mirissa,Vehicle Travel,93,2,2.891
47,13,Jeep,Anuradhapura,Wildlife Safari,142,2,28.419
32,14,Public Bus,Ella,Vehicle Travel,231,5,43.071
39,13,Private Vehicle,Kalpitiya,Vehicle Travel,169,2,26.031
51,1,Tuk-Tuk,Bentota,Vehicle Travel,49,4,0.689
66,4,Private Vehicle,Colombo,Other,102,3,0.735
56,9,Walking,Ella,Hiking,231,5,0.36
76,3,Train,Badulla,Vehicle Travel,272,4,8.976
72,8,Private Vehicle,Polonnaruwa,Vehicle Travel,173,1,15.18
65,2,N/A,Hikkaduwa,Beach Leisure,318,5,0.661
55,3,Walking,Dambulla,Walking,172,3,0.006
36,12,Tuk-Tuk,Mirissa,Vehicle Travel,242,3,29.169
43,2,Public Transport,Haputale,Shopping,107,4,0.874
25,17,Walking,Kandy,Hiking,118,4,0.325
41,3,Walking,Kandy,Walking,118,3,0.004
76,1,Tuk-Tuk,Hikkaduwa,Vehicle Travel,257,3,3.312
44,2,N/A,Badulla,Resting,96,2,0.094
25,2,Public Transport,Jaffna,Airport Transfer,87,4,1.223
59,5,Public Bus,Badulla,Vehicle Travel,53,5,3.094
78,1,Train,Yala,Vehicle Travel,95,3,0.804
72,7,Walking,Hikkaduwa,Walking,98,5,0.008
35,13,Private Vehicle,Trincomalee,Private / Hired Vehicle,159,2,17.755
46,3,Jeep,Kalpitiya,Wildlife Safari,270,4,15.165
51,2,N/A,Mirissa,Beach Leisure,227,5,0.513
33,4,Private Vehicle,Yala,Vehicle Travel,182,4,10.303
34,10,Public Bus,Nuwara Eliya,Vehicle Travel,193,2,17.341
32,6,N/A,Bentota,Meal,47,3,8.81
80,1,Private Vehicle,Kandy,Sightseeing,170,2,0.288
64,6,Walking,Ella,Hiking,163,4,0.172
70,5,Cruise,Trincomalee,Cruise,469,5,67.51
69,3,N/A,Colombo,Other,138,3,0.722
78,1,Private Vehicle,Arugam Bay,Private / Hired Vehicle,127,2,1.161
24,18,Private Vehicle,Colombo,Vehicle Travel,245,3,48.542
73,2,Private Vehicle,Ella,Sightseeing,143,4,0.593
22,2,Private Vehicle,Hikkaduwa,Sightseeing,73,4,0.271
47,1,Cruise,Colombo,Cruise,366,3,9.283
55,6,Private Vehicle,Bentota,Medical / Hospital Visit,62,4,3.347
40,4,Private Vehicle,Ella,Cultural / Temple Visit,69,2,0.466
27,2,N/A,Kandy,Beach Leisure,146,4,0.234
30,4,N/A,Nuwara Eliya,Meal,65,3,7.799
69,8,Bicycle,Galle,Bicycle Ride,53,2,0.011
38,3,Public Transport,Kandy,Public Transport,130,4,0.448
37,14,N/A,Hikkaduwa,Resting,83,4,0.699
76,3,Private Vehicle,Galle,Spa / Ayurveda,91,3,2.215
27,2,Tuk-Tuk,Haputale,Vehicle Travel,287,4,6.709
75,16,Public Bus,Arugam Bay,Vehicle Travel,123,4,25.83
76,11,Private Vehicle,Yala,Vehicle Travel,198,3,25.193
55,3,Public Transport,Kalpitiya,Shopping,96,5,1.536
28,12,Private Vehicle,Dambulla,Vehicle Travel,90,5,12.895
27,5,Walking,Yala,Other,114,2,0.291
35,3,Public Transport,Badulla,Sightseeing,103,5,0.469
54,12,Public Transport,Trincomalee,Public Transport,49,4,0.642
27,10,Public Transport,Negombo,Public Transport,136,2,1.495
46,3,Private Vehicle,Badulla,Cultural / Temple Visit,74,4,0.45
25,7,Public Bus,Negombo,Vehicle Travel,138,1,7.866
52,3,Private Vehicle,Jaffna,Cultural / Temple Visit,82,4,0.471
19,1,Public Transport,Mirissa,Cultural / Temple Visit,58,5,0.114
62,16,Cruise,Hikkaduwa,Cruise,238,3,86.359
21,6,Train,Badulla,Vehicle Travel,204,4,10.747
30,7,Private Vehicle,Negombo,Private / Hired Vehicle,70,3,4.882
29,7,Ferry,Sigiriya,Ferry,109,4,4.037
70,6,Private Vehicle,Colombo,Sightseeing,255,5,3.708
21,3,Private Vehicle,Dambulla,Vehicle Travel,161,2,5.09
45,17,Walking,Arugam Bay,Hiking,331,4,0.811
55,7,Private Vehicle,Yala,Vehicle Travel,188,3,14.994
50,8,Public Transport,Haputale,Sightseeing,193,4,2.618
60,4,Private Vehicle,Ella,Private / Hired Vehicle,75,4,3.481
68,3,N/A,Colombo,Meal,46,4,5.051
42,1,Jeep,Negombo,Wildlife Safari,240,3,4.067
70,3,Walking,Haputale,Shopping,77,4,0.449
38,2,Private Vehicle,Polonnaruwa,Vehicle Travel,326,4,8.495
80,8,Public Bus,Kalpitiya,Vehicle Travel,103,4,8.227
49,13,Walking,Kalpitiya,Other,85,4,0.544
64,3,Private Vehicle,Hikkaduwa,Airport Transfer,102,5,3.2
73,3,Private Vehicle,Haputale,Spa / Ayurveda,161,3,2.928
67,8,Private Vehicle,Bentota,Shopping,75,1,2.418
71,1,Walking,Negombo,Shopping,109,5,0.198
51,15,Flight,Kandy,Flight,308,1,262.931
20,3,Public Transport,Trincomalee,Public Transport,56,5,0.238
49,1,Private Vehicle,Sigiriya,Vehicle Travel,181,4,2.839
29,2,Cruise,Haputale,Cruise,232,5,11.875
74,15,Private Vehicle,Yala,Cultural / Temple Visit,91,4,2.778
32,2,Private Vehicle,Nuwara Eliya,Other,103,5,0.463
32,8,Public Bus,Jaffna,Vehicle Travel,279,4,23.313
33,1,Walking,Kandy,Walking,167,4,0.002
58,2,N/A,Galle,Resting,161,3,0.187
53,13,Boat,Yala,Boat Ride,55,1,2.691
77,1,Bicycle,Mirissa,Vehicle Travel,100,3,0.897
44,1,Walking,Jaffna,Other,148,5,0.081
35,5,Walking,Kandy,Other,91,3,0.257
21,12,Public Bus,Hikkaduwa,Vehicle Travel,98,4,14.095
18,3,Train,Kandy,Vehicle Travel,114,4,3.009
41,1,Private Vehicle,Polonnaruwa,Vehicle Travel,139,3,1.698
76,19,Bicycle,Colombo,Vehicle Travel,61,5,10.232
50,8,Private Vehicle,Colombo,Private / Hired Vehicle,202,1,12.457
74,12,Private Vehicle,Trincomalee,Sightseeing,73,4,1.515
24,10,Walking,Polonnaruwa,Vehicle Travel,82,3,2.611
23,8,N/A,Dambulla,Other,37,1,0.377
70,4,Public Bus,Mirissa,Vehicle Travel,128,2,5.58
24,3,Walking,Ella,Walking,96,4,0.003
21,9,Private Vehicle,Badulla,Vehicle Travel,223,2,26.186
43,9,Walking,Colombo,Walking,86,5,0.01
76,16,Private Vehicle,Bentota,Private / Hired Vehicle,214,4,41.294
61,6,Private Vehicle,Dambulla,Vehicle Travel,207,2,15.784
24,3,Bicycle,Mirissa,Vehicle Travel,121,3,3.051
70,5,Walking,Dambulla,Walking,137,2,0.006
71,7,Boat,Dambulla,Boat Ride,49,4,1.974
68,4,Private Vehicle,Haputale,Shopping,194,4,5.657
74,10,Private Vehicle,Trincomalee,Other,89,1,1.331
33,6,Private Vehicle,Polonnaruwa,Vehicle Travel,72,4,5.855
79,1,Walking,Ella,Walking,41,3,0.0
38,6,Public Transport,Ella,Spa / Ayurveda,141,4,5.333
68,7,Train,Colombo,Vehicle Travel,97,1,5.409
54,14,Cruise,Nuwara Eliya,Cruise,167,1,38.957
67,4,Bicycle,Galle,Vehicle Travel,145,3,4.806
57,6,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,140,4,9.628
58,5,Bicycle,Arugam Bay,Vehicle Travel,321,4,12.745
56,5,Private Vehicle,Yala,Other,95,3,0.797
67,1,Jeep,Mirissa,Wildlife Safari,164,2,2.832
64,14,Private Vehicle,Anuradhapura,Vehicle Travel,107,4,19.97
26,14,Public Transport,Jaffna,Sightseeing,190,1,3.394
70,6,N/A,Colombo,Beach Leisure,199,4,1.198
51,6,Tuk-Tuk,Negombo,Vehicle Travel,98,3,8.021
38,1,Walking,Kalpitiya,Hiking,168,3,0.025
50,6,Public Transport,Colombo,Spa / Ayurveda,146,4,5.384
78,4,Train,Kandy,Vehicle Travel,62,2,2.26
72,9,Ferry,Galle,Ferry,77,4,3.904
70,1,Walking,Mirissa,Hiking,146,2,0.025
47,9,Public Transport,Dambulla,Shopping,97,3,4.279
67,3,Private Vehicle,Polonnaruwa,Spa / Ayurveda,137,4,3.02
42,7,Private Vehicle,Dambulla,Vehicle Travel,91,1,6.69
61,7,N/A,Jaffna,Other,60,4,0.765
58,2,Water,Negombo,Swimming / Snorkeling,75,4,0.134
33,4,Water,Sigiriya,Swimming / Snorkeling,84,5,0.266
34,12,Public Transport,Negombo,Sightseeing,103,2,1.888
21,7,Cruise,Ella,Cruise,558,2,81.779
26,1,N/A,Badulla,Resting,164,3,0.079
45,4,Tuk-Tuk,Colombo,Vehicle Travel,129,5,8.736
48,3,Public Transport,Haputale,Spa / Ayurveda,98,3,1.622
28,7,Private Vehicle,Arugam Bay,Vehicle Travel,86,3,7.341
44,7,Public Bus,Mirissa,Vehicle Travel,302,4,23.937
56,1,Private Vehicle,Ella,Sightseeing,174,1,0.264
32,7,Public Transport,Bentota,Public Transport,74,4,0.614
39,9,Walking,Kalpitiya,Walking,119,3,0.012
41,10,Water,Colombo,Surfing,206,4,1.936
49,1,Tuk-Tuk,Ella,Vehicle Travel,167,4,2.122
41,3,Private Vehicle,Mirissa,Vehicle Travel,81,3,2.879
64,4,N/A,Polonnaruwa,Meal,61,4,8.079
38,2,Public Transport,Yala,Spa / Ayurveda,80,4,1.082
45,4,Public Bus,Kandy,Vehicle Travel,150,2,6.206
41,1,Walking,Galle,Vehicle Travel,96,5,0.425
29,1,Flight,Kalpitiya,Flight,318,4,20.304
61,8,Private Vehicle,Nuwara Eliya,Vehicle Travel,175,5,23.798
32,2,Walking,Jaffna,Jogging,28,4,0.008
36,9,Walking,Haputale,Sightseeing,146,3,0.704
67,1,Public Transport,Anuradhapura,Spa / Ayurveda,98,3,0.545
77,6,Private Vehicle,Kandy,Vehicle Travel,49,3,3.937
60,4,Cruise,Polonnaruwa,Cruise,406,1,36.128
75,11,Walking,Dambulla,Other,100,3,0.56
71,10,Public Transport,Hikkaduwa,Public Transport,126,3,1.762
48,4,Public Transport,Haputale,Cultural / Temple Visit,83,1,0.464
66,7,Bicycle,Dambulla,Bicycle Ride,39,5,0.009
38,2,Flight,Hikkaduwa,Flight,119,2,13.852
47,6,N/A,Bentota,Meal,40,4,7.972
51,1,Walking,Kandy,Jogging,23,4,0.003
78,4,Private Vehicle,Negombo,Vehicle Travel,157,4,10.186
71,2,Private Vehicle,Polonnaruwa,Vehicle Travel,69,2,1.617
48,13,N/A,Hikkaduwa,Beach Leisure,217,4,2.468
59,4,Walking,Hikkaduwa,Jogging,47,4,0.028
30,6,Public Transport,Negombo,Spa / Ayurveda,88,5,3.795
68,3,Public Transport,Sigiriya,Cultural / Temple Visit,63,3,0.285
52,3,Ferry,Galle,Ferry,110,1,1.469
51,2,Train,Mirissa,Vehicle Travel,77,4,1.68
66,14,Cruise,Haputale,Cruise,119,3,43.665
57,11,Private Vehicle,Galle,Vehicle Travel,84,4,13.521
22,1,Private Vehicle,Kandy,Shopping,157,4,0.849
36,9,Public Transport,Negombo,Shopping,164,4,6.956
29,4,Private Vehicle,Yala,Vehicle Travel,91,5,4.895
64,1,N/A,Haputale,Meal,54,4,1.635
20,5,Bicycle,Arugam Bay,Vehicle Travel,122,5,6.082
30,1,N/A,Trincomalee,Beach Leisure,290,4,0.303
55,2,Walking,Kandy,Walking,129,2,0.002
61,8,Private Vehicle,Badulla,Vehicle Travel,121,4,14.468
49,2,Public Transport,Bentota,Public Transport,80,4,0.18
72,13,Water,Yala,Surfing,77,5,1.237
75,8,N/A,Mirissa,Meal,71,3,17.613
26,12,Public Bus,Kalpitiya,Vehicle Travel,108,3,15.416
78,7,Private Vehicle,Dambulla,Vehicle Travel,215,5,23.419
56,12,Walking,Dambulla,Walking,35,1,0.004
58,3,Public Bus,Galle,Vehicle Travel,66,4,2.328
23,6,Walking,Kandy,Hiking,154,4,0.163
57,5,Bicycle,Polonnaruwa,Bicycle Ride,43,2,0.006
63,14,Bicycle,Haputale,Vehicle Travel,117,2,13.152
54,1,Public Transport,Mirissa,Sightseeing,57,5,0.1
23,6,Walking,Haputale,Jogging,30,1,0.021
50,10,Private Vehicle,Bentota,Other,62,4,1.379
76,3,Private Vehicle,Anuradhapura,Private / Hired Vehicle,123,4,4.284
63,12,N/A,Ella,Beach Leisure,308,4,3.344
26,3,Flight,Dambulla,Flight,248,3,47.607
78,2,Private Vehicle,Hikkaduwa,Sightseeing,197,1,0.511
78,6,Private Vehicle,Nuwara Eliya,Airport Transfer,61,5,4.695
28,4,Private Vehicle,Badulla,Sightseeing,89,2,0.488
68,1,Public Bus,Colombo,Vehicle Travel,305,3,3.404
43,1,N/A,Dambulla,Meal,63,5,2.238
55,2,Public Transport,Nuwara Eliya,Public Transport,129,3,0.329
46,10,Ferry,Dambulla,Ferry,57,3,2.763
67,13,Public Transport,Arugam Bay,Airport Transfer,45,5,6.586
80,6,Private Vehicle,Nuwara Eliya,Vehicle Travel,55,2,4.422
68,1,Private Vehicle,Kandy,Vehicle Travel,129,2,1.759
76,6,N/A,Mirissa,Meal,65,3,11.759
77,12,Public Transport,Ella,Sightseeing,186,4,3.639
23,10,Walking,Yala,Cultural / Temple Visit,126,5,0.683
33,3,Bicycle,Badulla,Vehicle Travel,154,4,3.43
63,1,N/A,Kalpitiya,Meal,43,5,1.605
55,14,Private Vehicle,Arugam Bay,Private / Hired Vehicle,74,1,8.439
21,12,Public Transport,Negombo,Public Transport,110,4,1.699
23,1,Walking,Polonnaruwa,Hiking,135,2,0.018
50,11,Private Vehicle,Mirissa,Vehicle Travel,208,5,36.064
56,1,Walking,Nuwara Eliya,Jogging,34,5,0.006
28,1,Public Transport,Polonnaruwa,Spa / Ayurveda,99,3,0.58
28,10,Flight,Kandy,Flight,97,5,73.458
26,6,N/A,Trincomalee,Resting,110,4,0.371
53,4,Public Transport,Dambulla,Public Transport,39,2,0.191
18,14,Private Vehicle,Jaffna,Private / Hired Vehicle,149,4,21.327
54,12,Public Transport,Bentota,Airport Transfer,85,5,9.646
47,1,Private Vehicle,Yala,Other,65,3,0.106
47,7,Flight,Arugam Bay,Flight,492,1,177.406
60,10,Ferry,Negombo,Ferry,88,5,5.084
50,6,Public Transport,Badulla,Airport Transfer,83,3,4.249
63,19,Private Vehicle,Dambulla,Private / Hired Vehicle,166,3,34.684
66,8,Boat,Bentota,Boat Ride,34,4,1.352
75,1,Private Vehicle,Galle,Vehicle Travel,53,4,0.723
68,2,Private Vehicle,Arugam Bay,Vehicle Travel,108,3,2.56
50,11,Tuk-Tuk,Kalpitiya,Vehicle Travel,260,2,35.473
49,20,Walking,Mirissa,Shopping,148,5,5.999
32,1,Train,Bentota,Vehicle Travel,177,3,1.45
55,1,Walking,Kandy,Walking,160,4,0.002
26,10,Private Vehicle,Sigiriya,Medical / Hospital Visit,61,5,6.898
76,1,Private Vehicle,Negombo,Vehicle Travel,98,1,1.11
71,1,Water,Hikkaduwa,Surfing,78,5,0.091
25,13,Private Vehicle,Arugam Bay,Vehicle Travel,51,4,8.912
67,11,Walking,Bentota,Jogging,51,5,0.089
25,13,Tuk-Tuk,Ella,Vehicle Travel,79,3,9.014
63,7,Boat,Badulla,Boat Ride,71,3,2.235
23,3,N/A,Yala,Other,127,4,0.669
48,14,Private Vehicle,Dambulla,Vehicle Travel,176,5,39.756
59,3,Walking,Arugam Bay,Cultural / Temple Visit,115,5,0.225
63,2,Train,Jaffna,Vehicle Travel,111,3,2.063
44,13,Public Bus,Mirissa,Vehicle Travel,149,4,23.11
76,8,Public Transport,Anuradhapura,Public Transport,154,2,1.167
66,13,Water,Haputale,Surfing,119,4,1.5
31,1,Ferry,Arugam Bay,Ferry,119,5,0.622
60,16,Flight,Dambulla,Flight,209,4,215.053
64,7,N/A,Haputale,Meal,55,3,11.439
39,8,Jeep,Anuradhapura,Wildlife Safari,196,5,30.906
64,14,Private Vehicle,Nuwara Eliya,Shopping,87,2,6.367
74,4,Public Bus,Badulla,Vehicle Travel,111,3,4.904
69,9,Private Vehicle,Dambulla,Sightseeing,100,4,1.646
66,7,Walking,Dambulla,Walking,147,4,0.012
57,10,Flight,Haputale,Flight,253,4,200.443
35,13,Public Transport,Colombo,Airport Transfer,86,4,10.819
68,8,Private Vehicle,Haputale,Vehicle Travel,119,1,10.413
40,1,Private Vehicle,Galle,Sightseeing,228,2,0.367
51,2,Cruise,Galle,Cruise,444,4,21.792
37,16,Walking,Nuwara Eliya,Vehicle Travel,57,4,4.047
37,17,N/A,Galle,Beach Leisure,173,4,3.208
27,17,Private Vehicle,Kandy,Cultural / Temple Visit,100,3,2.712
78,1,Bicycle,Galle,Vehicle Travel,147,1,1.102
27,4,Public Transport,Arugam Bay,Sightseeing,103,4,0.68
23,10,N/A,Anuradhapura,Beach Leisure,294,3,2.417
76,10,Private Vehicle,Bentota,Spa / Ayurveda,63,4,4.72
52,1,Public Bus,Ella,Vehicle Travel,66,3,0.81
45,7,Walking,Badulla,Walking,56,3,0.004
64,1,N/A,Bentota,Resting,68,3,0.039
42,5,Walking,Arugam Bay,Vehicle Travel,94,1,1.478
26,2,Walking,Galle,Walking,90,4,0.002
63,1,Flight,Nuwara Eliya,Flight,305,3,17.989
29,1,N/A,Nuwara Eliya,Meal,73,3,2.227
52,14,Tuk-Tuk,Badulla,Vehicle Travel,175,5,33.39
77,9,Public Transport,Ella,Spa / Ayurveda,111,3,5.633
76,15,Train,Trincomalee,Vehicle Travel,191,4,27.518
40,5,Private Vehicle,Trincomalee,Spa / Ayurveda,121,3,4.859
67,4,Walking,Kandy,Jogging,25,3,0.013
56,3,Walking,Anuradhapura,Walking,70,1,0.002
48,7,Walking,Kandy,Cultural / Temple Visit,133,5,0.527
26,3,Private Vehicle,Ella,Other,64,3,0.315
41,9,Private Vehicle,Hikkaduwa,Sightseeing,125,4,1.858
59,11,Public Bus,Jaffna,Vehicle Travel,276,5,39.572
80,13,Public Transport,Arugam Bay,Cultural / Temple Visit,42,1,0.664
18,2,Public Transport,Nuwara Eliya,Shopping,98,4,0.975
63,5,Private Vehicle,Mirissa,Private / Hired Vehicle,44,2,1.733
71,2,Walking,Haputale,Jogging,50,3,0.013
77,1,N/A,Polonnaruwa,Beach Leisure,186,5,0.224
44,9,Private Vehicle,Ella,Private / Hired Vehicle,159,1,12.743
25,6,Private Vehicle,Hikkaduwa,Private / Hired Vehicle,94,5,6.31
35,9,Walking,Nuwara Eliya,Jogging,45,4,0.054
71,1,N/A,Kalpitiya,Beach Leisure,225,3,0.203
73,20,Walking,Arugam Bay,Walking,64,1,0.014
58,20,N/A,Negombo,Meal,55,4,35.606
25,5,Walking,Trincomalee,Hiking,240,3,0.18
25,12,Walking,Hikkaduwa,Jogging,32,2,0.042
48,2,Public Bus,Haputale,Vehicle Travel,164,3,3.151
55,9,Public Transport,Galle,Public Transport,76,1,0.709
20,13,Private Vehicle,Haputale,Medical / Hospital Visit,67,5,9.488
61,11,Flight,Arugam Bay,Flight,388,3,284.536
52,11,Private Vehicle,Galle,Spa / Ayurveda,132,3,10.674
18,5,Private Vehicle,Yala,Airport Transfer,28,4,1.299
24,11,Tuk-Tuk,Kandy,Vehicle Travel,30,4,3.687
46,8,Public Transport,Trincomalee,Sightseeing,146,5,2.194
63,1,N/A,Arugam Bay,Beach Leisure,172,5,0.178
70,1,N/A,Anuradhapura,Beach Leisure,165,2,0.127
45,10,Private Vehicle,Yala,Spa / Ayurveda,162,3,11.195
36,7,Private Vehicle,Mirissa,Vehicle Travel,69,4,6.633
79,5,Private Vehicle,Polonnaruwa,Sightseeing,73,1,0.554
46,14,Train,Anuradhapura,Vehicle Travel,101,4,15.518
37,8,Jeep,Colombo,Wildlife Safari,187,1,23.49
45,4,Public Transport,Jaffna,Shopping,106,5,2.415
18,4,Walking,Haputale,Vehicle Travel,130,4,2.197
37,7,N/A,Anuradhapura,Beach Leisure,300,4,2.146
50,10,Public Bus,Galle,Vehicle Travel,201,3,20.755
75,6,Public Transport,Haputale,Spa / Ayurveda,129,5,5.689
64,5,Flight,Yala,Flight,160,4,54.918
67,9,Public Bus,Anuradhapura,Vehicle Travel,129,5,13.986
52,9,Private Vehicle,Sigiriya,Sightseeing,115,5,2.338
24,11,Public Transport,Negombo,Public Transport,126,1,1.175
42,1,Cruise,Galle,Cruise,510,1,9.75
80,10,Private Vehicle,Mirissa,Shopping,136,2,6.842
20,5,Private Vehicle,Bentota,Cultural / Temple Visit,78,4,0.634
73,1,Private Vehicle,Anuradhapura,Spa / Ayurveda,222,4,1.697
61,8,Private Vehicle,Nuwara Eliya,Vehicle Travel,225,3,23.609
35,9,Public Transport,Polonnaruwa,Public Transport,128,5,1.724
67,5,Bicycle,Arugam Bay,Bicycle Ride,92,2,0.011
70,10,Private Vehicle,Haputale,Cultural / Temple Visit,76,4,1.503
20,3,N/A,Polonnaruwa,Meal,87,3,6.607
24,2,Cruise,Dambulla,Cruise,158,3,6.643
59,3,Private Vehicle,Arugam Bay,Sightseeing,105,1,0.396
80,4,Flight,Haputale,Flight,112,4,35.839
19,8,Train,Jaffna,Vehicle Travel,128,4,9.502
59,12,Private Vehicle,Yala,Vehicle Travel,170,3,26.924
26,9,Ferry,Bentota,Ferry,126,4,6.141
58,2,Private Vehicle,Haputale,Private / Hired Vehicle,223,4,5.008
57,3,Walking,Sigiriya,Sightseeing,96,3,0.174
23,1,Public Transport,Kalpitiya,Shopping,175,4,0.815
60,8,Public Transport,Nuwara Eliya,Spa / Ayurveda,156,3,7.003
74,2,Train,Dambulla,Vehicle Travel,93,5,2.237
72,5,Private Vehicle,Sigiriya,Private / Hired Vehicle,71,4,4.571
19,10,Public Transport,Polonnaruwa,Public Transport,164,2,1.69
33,8,Train,Polonnaruwa,Vehicle Travel,211,4,15.062
33,3,Private Vehicle,Negombo,Airport Transfer,68,3,1.488
46,3,N/A,Badulla,Resting,204,5,0.318
27,7,Private Vehicle,Trincomalee,Private / Hired Vehicle,179,4,14.069
71,6,Tuk-Tuk,Polonnaruwa,Vehicle Travel,231,1,13.871
66,1,N/A,Jaffna,Resting,134,4,0.071
68,13,Walking,Colombo,Vehicle Travel,79,2,3.862
30,5,Bicycle,Yala,Vehicle Travel,80,5,4.377
18,5,Train,Colombo,Vehicle Travel,78,5,4.123
75,2,Private Vehicle,Hikkaduwa,Private / Hired Vehicle,101,4,2.537
36,4,Private Vehicle,Ella,Vehicle Travel,133,4,6.712
59,3,N/A,Bentota,Meal,31,4,3.442
75,2,Private Vehicle,Kalpitiya,Vehicle Travel,124,3,3.166
20,6,N/A,Negombo,Meal,55,2,8.458
18,5,Walking,Bentota,Sightseeing,142,5,0.401
18,13,Tuk-Tuk,Trincomalee,Vehicle Travel,247,3,34.836
27,15,Public Transport,Jaffna,Cultural / Temple Visit,39,3,0.893
21,2,Ferry,Anuradhapura,Ferry,53,2,0.457
69,1,Public Bus,Negombo,Vehicle Travel,320,5,4.481
56,10,Flight,Galle,Flight,109,5,80.817
79,20,Bicycle,Yala,Vehicle Travel,126,3,20.224
68,12,Private Vehicle,Sigiriya,Vehicle Travel,237,3,35.924
78,1,Private Vehicle,Hikkaduwa,Shopping,130,5,0.986
33,2,N/A,Mirissa,Meal,57,3,3.413
36,1,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,79,5,0.905
71,11,Public Transport,Anuradhapura,Public Transport,140,5,2.232
33,6,N/A,Nuwara Eliya,Meal,58,4,10.492
21,5,Private Vehicle,Colombo,Private / Hired Vehicle,44,2,1.762
60,6,Private Vehicle,Kalpitiya,Airport Transfer,61,4,4.285
68,2,Boat,Bentota,Boat Ride,88,5,0.877
78,7,Flight,Dambulla,Flight,105,3,47.958
76,1,N/A,Anuradhapura,Meal,70,5,2.844
25,7,Private Vehicle,Bentota,Vehicle Travel,152,3,11.402
66,9,Tuk-Tuk,Nuwara Eliya,Vehicle Travel,73,5,9.616
71,8,Private Vehicle,Dambulla,Sightseeing,248,4,3.628
61,3,Flight,Sigiriya,Flight,161,2,29.931
69,11,Private Vehicle,Sigiriya,Private / Hired Vehicle,38,3,4.037
70,9,Walking,Negombo,Walking,101,1,0.007
46,1,Private Vehicle,Trincomalee,Vehicle Travel,173,3,2.3
20,2,Walking,Negombo,Other,156,5,0.175
46,7,Private Vehicle,Galle,Cultural / Temple Visit,102,3,1.163
30,3,Flight,Badulla,Flight,185,5,42.065
25,1,Flight,Nuwara Eliya,Flight,101,2,6.115
25,1,Private Vehicle,Galle,Other,132,4,0.251
61,1,Bicycle,Galle,Vehicle Travel,32,5,0.324
49,5,Tuk-Tuk,Bentota,Vehicle Travel,194,4,9.805
52,7,Bicycle,Yala,Vehicle Travel,85,5,5.788
64,2,Tuk-Tuk,Kandy,Vehicle Travel,41,5,1.18
52,9,Private Vehicle,Mirissa,Vehicle Travel,295,4,35.716
57,3,Private Vehicle,Mirissa,Shopping,74,4,1.302
23,3,Walking,Dambulla,Jogging,38,1,0.013
71,2,Public Bus,Colombo,Vehicle Travel,145,3,2.862
46,10,Public Bus,Kandy,Vehicle Travel,135,3,15.191
